Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	NG	SLF	SNG	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	COAL_US	COAL_IGCC	PV	PT_POWER_BLOCK	ST_POWER_BLOCK	STIRLING_DISH	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	NEW_TIDAL_STREAM	TIDAL_STREAM	TIDAL_RANGE	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WET_BIOMASS	DHN_COGEN_WASTE	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	BIG_SPLIT	CHILLER_WC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	TRUCK_DIESEL	TRUCK_FUEL_CELL	TRUCK_NG	NON_ENERGY_OIL	NON_ENERGY_NG	EFFICIENCY	DHN	GRID	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	H2_NG	H2_BIOMASS	GASIFICATION_SNG	PYROLYSIS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	SYN_METHANATION	BIOMETHANATION	SLF_TO_DIESEL	SLF_TO_GASOLINE	SLF_TO_LFO	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	CAES_Pin	CAES_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	SEASONAL_NG_Pin	SEASONAL_NG_Pout	SEASONAL_H2_Pin	SEASONAL_H2_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	SLF_STO_Pin	SLF_STO_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_MOLTEN_SALT_Pin	TS_MOLTEN_SALT_Pout	TS_COLD_Pin	TS_COLD_Pout	END_USE	
 1 	 1																																																			0.674698	0.440031																																																																																																																			-1.114729	
 1 	 2																																																			0.674698	0.440031																																																																																																																			-1.114729	
 1 	 3																																																			0.968756	0.145973																																																																																																																			-1.114729	
 1 	 4																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 5																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 6																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 7																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 8																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 9																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 10																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 11																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 12																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 13																																																			1.054540	0.060189																																																																																																																			-1.114729	
 1 	 14																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 15																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 16																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 17																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 18																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 19																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 20																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 21																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 22																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 23																																																			1.114729	0.000000																																																																																																																			-1.114729	
 1 	 24																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 1																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 2																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 3																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 4																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 5																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 6																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 7																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 8																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 9																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 10																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 11																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 12																																																			1.114729	0.000000																																																																																																																			-1.114729	
 2 	 13																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 14																																																			1.041551	0.073179																																																																																																																			-1.114729	
 2 	 15																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 16																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 17																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 18																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 19																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 20																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 21																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 22																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 23																																																			0.674698	0.440031																																																																																																																			-1.114729	
 2 	 24																																																			0.674698	0.440031																																																																																																																			-1.114729	
 3 	 1																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 2																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 3																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 4																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 5																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 6																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 7																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 8																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 9																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 10																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 11																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 12																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 13																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 14																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 15																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 16																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 17																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 18																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 19																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 20																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 21																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 22																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 23																																																			1.114729	0.000000																																																																																																																			-1.114729	
 3 	 24																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 1																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 2																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 3																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 4																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 5																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 6																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 7																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 8																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 9																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 10																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 11																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 12																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 13																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 14																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 15																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 16																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 17																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 18																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 19																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 20																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 21																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 22																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 23																																																			1.114729	0.000000																																																																																																																			-1.114729	
 4 	 24																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 1																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 2																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 3																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 4																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 5																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 6																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 7																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 8																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 9																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 10																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 11																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 12																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 13																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 14																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 15																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 16																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 17																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 18																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 19																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 20																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 21																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 22																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 23																																																			1.114729	0.000000																																																																																																																			-1.114729	
 5 	 24																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 1																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 2																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 3																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 4																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 5																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 6																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 7																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 8																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 9																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 10																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 11																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 12																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 13																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 14																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 15																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 16																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 17																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 18																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 19																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 20																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 21																																																			1.073227	0.041502																																																																																																																			-1.114729	
 6 	 22																																																			0.763204	0.351525																																																																																																																			-1.114729	
 6 	 23																																																			1.114729	0.000000																																																																																																																			-1.114729	
 6 	 24																																																			1.114729	0.000000																																																																																																																			-1.114729	
 7 	 1																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 2																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 3																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 4																																																			1.114729	0.000000																																																																																																																			-1.114729	
 7 	 5																																																			1.114729	0.000000																																																																																																																			-1.114729	
 7 	 6																																																			1.114729	0.000000																																																																																																																			-1.114729	
 7 	 7																																																			1.114729	0.000000																																																																																																																			-1.114729	
 7 	 8																																																			1.114729	0.000000																																																																																																																			-1.114729	
 7 	 9																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 10																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 11																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 12																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 13																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 14																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 15																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 16																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 17																																																			0.674698	0.440031																																																																																																																			-1.114729	
 7 	 18																																																			0.674698	0.440031																																																																																																																			-1.114729	
